,reviews,scores,compound,comp_score
189, I purchased this watch & it failed in first month of purchase. Please provide me the helpline number or the step to replace the watch as it is in warranty period. ,"{'neg': 0.1, 'neu': 0.79, 'pos': 0.109, 'compound': -0.1779}",-0.1779,neg
190, It's time shows difference from 1 months of purchase... ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
191, I love this watch. I Purchased this for my dear one. Inbuilt quality is very good. It's dial is fantastic with diamond look. It's chain quality is also very good. My dear one is also very happy. Perfect gift. ,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.986}",0.986,pos
192, I have recieved scratches on glass of watch and replaced it and further get scratches glass finally I accept as per scratched watch ,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.3818}",0.3818,pos
194, Very poor quality product. Don't buy ,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.5256}",-0.5256,neg
195,                         The media could not be loaded.                      the packaging is very good .....the product is  very good....... Its one sided lock is very tight...... i like the product ,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7159}",0.7159,pos
196, Watch is very good quality and water resistant colour was very pretty and about range also good according to its gorgeous quality 👌👌 ,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.931}",0.931,pos
197, Looks great best qualityBest product for gift to girsVery nice product I really liked it must buy value for money ,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9612}",0.9612,pos
198, Very beautiful product 😍 I loved it! Good quality! ,"{'neg': 0.0, 'neu': 0.253, 'pos': 0.747, 'compound': 0.916}",0.916,pos
199,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
200, I like this watch for my wife. ,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,pos
201,                         The media could not be loaded.                    ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
202, No ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
203, Bad ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg
204, amazing packaging and worth the price. beautiful watch! loved it💗go for it without any hesitation 🤗idk what else to say ,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9393}",0.9393,pos
205, Nice watch bought for my mother in law for her birthday gift she loved it ! ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.8718}",0.8718,pos
206, Just buy it without any second thought...it gives a damn premium look..one of the best ever had!!!Very much satisfied with the purchase.. packing ✅ quality 💯Such a gorgeous piece 😍❤️ ,"{'neg': 0.072, 'neu': 0.612, 'pos': 0.316, 'compound': 0.88}",0.88,pos
207, Good to buy ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
208, Yes ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,pos
209, Its light weight nd quality is also very good. ,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
210," Price is good, and it's very comfortable also this product is light weight and looking nice. ","{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.8516}",0.8516,pos
211, Nice product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
214, Water resistant... while doing dishes this watch never  has tiny droplets of water left on the inside  of the glass. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
215, Ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,pos
216, Loved it.... 😍 ,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
217, Good to buy ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
218, Yes ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,pos
219, Its light weight nd quality is also very good. ,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,pos
220," Price is good, and it's very comfortable also this product is light weight and looking nice. ","{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.8516}",0.8516,pos
221, Nice product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
224, Water resistant... while doing dishes this watch never  has tiny droplets of water left on the inside  of the glass. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
225, Ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,pos
226, Loved it.... 😍 ,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
227, But the product's dial was too small and screen was scratch ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
228, Very beautiful watch ,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6361}",0.6361,pos
229, Value for money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
230, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
231, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
232, It's amazing ....means exception v/s Reality is 100% satisfaction. ,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7717}",0.7717,pos
233, Awesome product ,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,pos
234,                         The media could not be loaded.                      Simply superb ,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,pos
235, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
236, Not value for money ,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.2584}",-0.2584,neg
237, Very comfortable n light weight so also impressed me ,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7889}",0.7889,pos
238, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
239, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
240, Nice product ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
241, It's similar to shown in pictures.Little big in size. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
242, I like it ,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
243, Nice products ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
244, Gifted to someone she liked so much. ,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,pos
245, worth the price ,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,pos
246, It's better in this cost. Paisa wasul product. ,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,pos
247, Beautiful watch ,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
248, Using since last two years ... Great ,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",0.6249,pos
249, Lack of love ,"{'neg': 0.307, 'neu': 0.133, 'pos': 0.56, 'compound': 0.4404}",0.4404,pos
250, Product good but it's was big in size .. so i returned but I didn't get my money back it's nearly 1 month finished returned the product but still I didn't get my refund money ,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2382}",0.2382,pos
251, good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
252, It's my daughter birthday gifts.It's really like it ,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4201}",0.4201,pos
253, ok ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,pos
255, Super prouduct ,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,pos
256," The metal strap is lengthy, so few pieces had to be removed to suit the wrist. ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
257, Waste ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
258," Nor wrote,  west of money,  the product not valuable of cost ","{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.3724}",-0.3724,neg
259, Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,pos
260, Value ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,pos
261, Very nice watch. Go for it. ,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",0.4754,pos
262," The speed of delivery really surprised me ... everything ok .... good quality,good delivery boy behaviour.. very fast and speed delivery ","{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.7425}",0.7425,pos
263, Super ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,pos
264, This is heavy quality product ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
265, Nice ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos
266, Nice product but dial colour is very low please dark colour next product. Good looking product belt is nice easy operate ,"{'neg': 0.089, 'neu': 0.432, 'pos': 0.48, 'compound': 0.9271}",0.9271,pos
267, Nyc watch ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
269, Nice design ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
270, Iam writing this after 8 days of its delivery...as in the description it's clearly mentioned that it is water resistant but as you all can see it's just after 8 days of use where I bymiss got wet in rain and this is the result ,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2144}",0.2144,pos
272, Go for it ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
273, I actually liked the product.. but when i took it to a shop for adjusting the length.. the guy told me its fake.. and not branded..  how will i know whether its fake or branded.???.. ,"{'neg': 0.132, 'neu': 0.815, 'pos': 0.053, 'compound': -0.5845}",-0.5845,neg
274, Good product. Both strap design and dial colour is good and looks good on hands. I dint find any working or battery problem of it till now. I am Writing this review after almost 5-6 months of purchasing and using this product. ,"{'neg': 0.057, 'neu': 0.759, 'pos': 0.184, 'compound': 0.7184}",0.7184,pos
275," Great watch, got in a cute box and also, the quality is nice. ","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.872}",0.872,pos
276," After seeing lots of positive product review I ordered this watch for my girlfriend.. First thing I noticed fastrack cane box was not closed, it was like someone might had opened it and placed it back.. Anyway comes to the product..1. Watch is good and and working fine for 2 hrs..2. The pink Dial is actually not very attractive to me. It's baby pink color with metal shine.3. The numberings on clock dial are not very visible because of shiny baby pink Dial and matching color but this is no big deal. Just telling you.4. Warranty card with no warranty stamp, this is disappointing. I have paid price printed on the watch I wonder this is genuine Fastrack watch or maybe theft.Overall it's ok watch. If you don't want to pay more than 1500inr this watch is fine. Noting special. ","{'neg': 0.086, 'neu': 0.8, 'pos': 0.114, 'compound': 0.3291}",0.3291,pos
277, Nice and simply superb...😍🤗 ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,pos
278, Nice watch looks good ,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,pos
279, Good quality ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
280, Great . Loved the design. ,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.8402}",0.8402,pos
281, Unable to found 6 to 10 hours. No indications are available in that situation we have to ask other persons for time. Please consider this review and update in next manufacturing. ,"{'neg': 0.068, 'neu': 0.862, 'pos': 0.071, 'compound': 0.0258}",0.0258,pos
282, Amazing quality...been using it roughly for 2 years at work...No damage or battery issues...loved it !!!! ,"{'neg': 0.151, 'neu': 0.614, 'pos': 0.235, 'compound': 0.4153}",0.4153,pos
283, It comes with an one year warranty ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
284, Quality is good ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,pos
285, Definitely a must buy watch👌If you’re in college or if you are a working women definitely go for it.Very stylish very pretty. ,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8357}",0.8357,pos
286, The product was good but the packaging was worse.The lid was not fixed to the box and when I received the package the box was crumbled and the watch came out of the box. Only the packaging was not good. ,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.7003}",0.7003,pos
287," Product is good, but packaging is not good.. ","{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.2382}",0.2382,pos
288, Nice watch .I gifted to my friend she feel very happy 😊😊 but little High  cost ,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6701}",0.6701,pos
289, I'm quality ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
290," Actually bought the same for second time as a gift. It's very comfortable, elegant, and very good for college going girls. I am using same for almost 2 years its AWESOME. Definitely buy it. ","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.9654}",0.9654,pos
291, I like it ,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,pos
292, It's value for money product i bought this watch for 1100rs.its light weight and really comfortable ,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7178}",0.7178,pos
293, Everything outstanding ,"{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.6124}",0.6124,pos
294," I got one recently for my daughter who was insisting on a pink colored dial. The watch looks good, but due to the pattern on the dial, it is difficult to spot the minute hand at certain angles. The first day itself the strap pin came out, and after getting it fixed, it again came off. The strap does not look to be of good build quality. ","{'neg': 0.043, 'neu': 0.789, 'pos': 0.168, 'compound': 0.8591}",0.8591,pos
295, Lovely watch ,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,pos
296, Nice products and super fast delivery ,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.7717}",0.7717,pos
297, Super I love it ,"{'neg': 0.0, 'neu': 0.11, 'pos': 0.89, 'compound': 0.8442}",0.8442,pos
298, No comments ,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
299, Quality and finishing is good but used product ,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.2382}",0.2382,pos
300, I am using this for daily use ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
301, Nice products ,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,pos
302, I always prefer fastrack watch as i have a very good experience with it. I have been using my fastrack watch which was given by dad years before.  It still works. Has good battery life. Never changed battery before.  Thats why I decided to gift a fastrack watch. The packing is A1. Thickness is decent as you prefer. Looks Classy. Value for money.Recommended 100%. ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9272}",0.9272,pos
304, Very comfortable watch..value for money👍 ,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.5563}",0.5563,pos
305, Beautiful watch in this range. My wife like it. ,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.7506}",0.7506,pos
306, Box of the product was damaged and color was very lite. Chain of the watch was not comfortable. ,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.681}",-0.681,neg
307," it's nice ,but smaller in size thn shown in picture, rest it's very good. ","{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.7343}",0.7343,pos
308, I got this feminine watch for INR 1518 from amazon. The colour is same as given in picture which is pink. The watch silver  strap is much more shiny and fine as compared to the  picture displayed. The strap can be  adjusted to your wrist width. Overall it's a very budgetary watch having a low cost with high value i.e. from Fastrack. One thing i disliked about this watch is the gaps between the two consecutive straps that pulls tiny hairs of my hand. ,"{'neg': 0.054, 'neu': 0.839, 'pos': 0.106, 'compound': 0.552}",0.552,pos
309, Good product ,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos
310," Hey Guys,Trust you all are doing good!I had ordered this watch for my sister a week back, and here are our observations regarding the same. This review is in coordination with her.Pros====1. The design and looks are pretty amazing.2. The dialer is clean and perfectly visible.3. The watch can be adjusted to your hand size, which is awesome.3. The quality of the watch at this price point is top notch from Fastrack.Cons====1. The only con i think is the absence of date feature.Overall, a fantastic product from Fastrack. At INR 1500, the watch looks premium, and is a worthy companion.I hope you all liked my review ! ","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.9796}",0.9796,pos
311, Watch is best for women and look light good ,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7964}",0.7964,pos
312, Value 4r money ,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,pos
313, Value for money.... Light weight and comfortable..! ,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4003}",0.4003,pos
315, Liked the product ,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,pos
316, It is so loose n got it for gud price ,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4572}",-0.4572,neg
317, Strap size be avaliable ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
318, Hand size ,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939,pos
